year,round,circuitId,date,rainy,Turns,Length,driverId,constructorId,grid,Driver Top 3 Finish Percentage (Last Year),Constructor Top 3 Finish Percentage (Last Year),Driver Top 3 Finish Percentage (This Year till last race),Constructor Top 3 Finish Percentage (This Year till last race),Driver Avg position (Last Year),Constructor Avg position (Last Year),Driver Average Position (This Year till last race),Constructor Average Position (This Year till last race),driver_age,nationality_encoded,wins_cons,points_cons_champ,wins,points_driver_champ,laps,statusId,Weighted_Top_3_Probability,Weighted_Top_3_Prob_Length,position_previous_race,nro_cond_escuderia,raceId,prom_points_10,Top 3 Finish,points
2000,1,1,3/12/2000,0,14,5.278,2,20,15,0,0,0,0,0,0,0,0,23,15,0,0,0,0,56,12,0.087719298,0.090909091,8,2,158,9.4,0,0
2000,1,1,3/12/2000,0,14,5.278,14,1,2,0,0,0,0,0,0,0,0,29,6,0,0,0,0,11,5,0.208333333,0.222222222,20,2,158,47.6,0,0
2000,1,1,3/12/2000,0,14,5.278,15,17,6,0,0,0,0,0,0,0,0,26,20,0,0,0,0,35,5,0.048387097,0.083333333,20,2,158,8.5,0,0
2000,1,1,3/12/2000,0,14,5.278,18,3,21,0,0,0,0,0,0,0,0,20,6,0,4,0,0,46,5,0.160493827,0.235294118,20,2,158,1.2,0,0
2000,1,1,3/12/2000,0,14,5.278,21,22,9,0,0,0,0,0,0,0,0,27,20,0,2,0,2,58,1,0.076923077,0.1,11,1,158,4.5,0,2
2000,1,1,3/12/2000,0,14,5.278,22,6,4,0,0,0,0,0,0,0,0,28,5,1,16,0,6,58,1,0.322580645,0.416666667,3,2,158,39.4,1,6
2000,1,1,3/12/2000,0,14,5.278,23,3,11,0,0,0,0,0,0,0,0,25,15,0,4,0,4,58,1,0.146341463,0.25,4,1,158,36.5,1,4
2000,1,1,3/12/2000,0,14,5.278,25,22,14,0,0,0,0,0,0,0,0,26,3,0,2,0,0,58,1,0.090909091,0,17,2,158,10.5,0,0
2000,1,1,3/12/2000,0,14,5.278,30,6,3,0,0,0,0,0,0,0,0,31,15,1,16,1,10,58,1,0.568627451,0.4,1,1,158,86.5,1,10
2000,1,1,3/12/2000,0,14,5.278,35,16,8,0,0,0,0,0,0,0,0,29,7,0,4,0,3,58,1,0.033333333,0,7,1,158,9.3,0,3
2000,1,1,3/12/2000,0,14,5.278,37,21,12,0,0,0,0,0,0,0,0,29,29,0,0,0,0,6,22,0.038461538,0,20,1,158,1.5,0,0
2000,1,1,3/12/2000,0,14,5.278,41,16,16,0,0,0,0,0,0,0,0,24,5,0,4,0,1,58,1,0,0,19,2,158,0.111111111,0,1
2000,1,1,3/12/2000,0,14,5.278,48,18,18,0,0,0,0,0,0,0,0,26,29,0,0,0,0,57,11,0,0,17,1,158,1,0,0
2000,1,1,3/12/2000,0,14,5.278,49,17,5,0,0,0,0,0,0,0,0,33,15,0,0,0,0,39,9,0.111111111,0,20,1,158,5.4,0,0
2000,1,1,3/12/2000,0,14,5.278,50,21,13,0,0,0,0,0,0,0,0,28,12,0,0,0,0,16,22,0,0,20,2,158,0.9,0,0
2000,1,1,3/12/2000,0,14,5.278,55,20,17,0,0,0,0,0,0,0,0,36,14,0,0,0,0,27,9,0,0,20,1,158,3.7,0,0
2000,1,1,3/12/2000,0,14,5.278,56,19,7,0,0,0,0,0,0,0,0,35,6,0,0,0,0,6,20,0,0,20,2,158,4,0,0
2000,1,1,3/12/2000,0,14,5.278,57,1,1,0,0,0,0,0,0,0,0,32,13,0,0,0,0,18,5,0.4,0,20,1,158,19.6,0,0
2000,1,1,3/12/2000,0,14,5.278,60,18,22,0,0,0,0,0,0,0,0,25,1,0,0,0,0,40,6,0,0,20,2,158,0,0,0
2000,1,1,3/12/2000,0,14,5.278,63,15,10,0,0,0,0,0,0,0,0,34,13,0,0,0,0,58,2,0,0,20,1,158,1.8,0,0
2000,1,1,3/12/2000,0,14,5.278,64,15,19,0,0,0,0,0,0,0,0,30,5,0,0,0,0,41,7,0,0,20,2,158,0,0,0
2000,1,1,3/12/2000,0,14,5.278,65,19,20,0,0,0,0,0,0,0,0,36,6,0,0,0,0,1,8,0,0,20,1,158,0,0,0
2000,2,18,3/26/2000,0,15,4.309,2,20,19,0,0,0,0,0,0,9,12.5,23,15,0,0,0,0,9,5,0.138888889,0.1,9,2,159,8.6,0,0
2000,2,18,3/26/2000,0,15,4.309,14,1,2,0,0,0,0,0,0,19,18,29,6,0,0,0,0,71,2,0.193548387,0.222222222,20,2,159,43.2,0,0
2000,2,18,3/26/2000,0,15,4.309,15,17,12,0,0,0,0,0,0,15,14.5,26,20,0,7,0,3,71,1,0.075,0,9,2,159,8.1,0,3
2000,2,18,3/26/2000,0,15,4.309,18,3,9,0,0,0,50,0,0,11,7,20,6,0,7,0,1,70,11,0.175438596,0.176470588,17,2,159,1.3,0,1
2000,2,18,3/26/2000,0,15,4.309,21,22,5,0,0,0,0,0,0,5,6,27,20,0,8,0,8,71,1,0.085714286,0.2,5,1,159,5.2,1,8
2000,2,18,3/26/2000,0,15,4.309,22,6,4,0,0,100,100,0,0,2,1.5,28,5,2,26,0,6,27,9,0.219512195,0.083333333,2,2,159,37.4,0,6
2000,2,18,3/26/2000,0,15,4.309,23,3,11,0,0,100,50,0,0,3,7,25,15,0,7,0,6,70,11,0.107142857,0.125,3,1,159,34.6,0,6
2000,2,18,3/26/2000,0,15,4.309,25,22,13,0,0,0,0,0,0,7,6,26,3,0,8,0,0,6,5,0,0,7,2,159,9.7,0,0
2000,2,18,3/26/2000,0,15,4.309,30,6,3,0,0,100,100,0,0,1,1.5,31,15,2,26,2,20,71,1,0.424242424,0.3,1,1,159,81.7,1,20
2000,2,18,3/26/2000,0,15,4.309,35,16,10,0,0,0,0,0,0,4,5,29,7,0,4,0,3,16,6,0,0,4,1,159,8.9,0,3
2000,2,18,3/26/2000,0,15,4.309,37,21,16,0,0,0,0,0,0,20,19,29,29,0,0,0,0,70,11,0,0,16,1,159,1.4,0,0
2000,2,18,3/26/2000,0,15,4.309,41,16,8,0,0,0,0,0,0,6,5,24,5,0,4,0,1,69,12,0,0,6,2,159,0.2,0,1
2000,2,18,3/26/2000,0,15,4.309,48,18,18,0,0,0,0,0,0,8,10.5,26,29,0,0,0,0,31,5,0,0,8,1,159,0.8,0,0
2000,2,18,3/26/2000,0,15,4.309,49,17,7,0,0,0,0,0,0,14,14.5,33,15,0,7,0,4,71,1,0.083333333,0.25,13,1,159,5.2,1,4
2000,2,18,3/26/2000,0,15,4.309,50,21,14,0,0,0,0,0,0,18,19,28,12,0,0,0,0,70,11,0,0,18,2,159,0.8,0,0
2000,2,18,3/26/2000,0,15,4.309,55,20,15,0,0,0,0,0,0,16,12.5,36,14,0,0,0,0,11,10,0,0,20,1,159,3.4,0,0
2000,2,18,3/26/2000,0,15,4.309,56,19,6,0,0,0,0,0,0,21,21.5,35,6,0,0,0,0,20,20,0,0,20,2,159,3.6,0,0
2000,2,18,3/26/2000,0,15,4.309,57,1,1,0,0,0,0,0,0,17,18,32,13,0,0,0,0,30,51,0.166666667,0,20,1,159,18.7,0,0
2000,2,18,3/26/2000,0,15,4.309,60,18,20,0,0,0,0,0,0,13,10.5,25,1,0,0,0,0,69,12,0,0,25,2,159,0,0,0
2000,2,18,3/26/2000,0,15,4.309,63,15,0,0,0,0,0,0,0,10,11,34,13,0,0,0,0,0,89,0,0,20,1,159,1.6,0,0
2000,2,18,3/26/2000,0,15,4.309,64,15,0,0,0,0,0,0,0,12,11,30,5,0,0,0,0,0,89,0,0,20,2,159,0,0,0
2000,2,18,3/26/2000,0,15,4.309,65,19,17,0,0,0,0,0,0,22,21.5,36,6,0,0,0,0,51,6,0,0,20,1,159,0,0,0
2000,3,21,4/9/2000,0,19,4.909,2,20,22,0,0,0,0,0,0,14,15.5,23,15,0,0,0,0,22,9,0.071428571,0,14,2,160,7.7,0,0
2000,3,21,4/9/2000,0,19,4.909,14,1,3,0,0,0,0,0,0,15,15.25,29,6,0,10,0,4,62,1,0.25,0.285714286,2,2,160,38.9,1,4
2000,3,21,4/9/2000,0,19,4.909,15,17,8,0,0,0,25,0,0,9.5,9,26,20,0,7,0,3,58,6,0.03030303,0,6,2,160,7.5,0,3
2000,3,21,4/9/2000,0,19,4.909,18,3,18,0,0,0,25,0,0,8.5,6.25,20,6,0,7,0,1,5,5,0.1875,0.142857143,9,2,160,1.4,0,1
2000,3,21,4/9/2000,0,19,4.909,21,22,19,0,0,50,25,0,0,3.5,8.5,27,20,0,8,0,8,61,11,0.111111111,0,2,1,160,5.9,0,8
2000,3,21,4/9/2000,0,19,4.909,22,6,4,0,0,50,75,0,0,8.5,4.75,28,5,3,39,0,9,62,1,0.272727273,0.428571429,3,2,160,35.3,0,9
2000,3,21,4/9/2000,0,19,4.909,23,3,5,0,0,50,25,0,0,4,6.25,25,15,0,7,0,6,45,69,0.2,0.285714286,4,1,160,32.1,0,6
2000,3,21,4/9/2000,0,19,4.909,25,22,11,0,0,0,25,0,0,13.5,8.5,26,3,0,8,0,0,61,11,0.166666667,0.5,11,2,160,8.4,0,0
2000,3,21,4/9/2000,0,19,4.909,30,6,2,0,0,100,75,0,0,1,4.75,31,15,3,39,3,30,62,1,0.464285714,0.857142857,1,1,160,76.9,1,30
2000,3,21,4/9/2000,0,19,4.909,35,16,9,0,0,0,0,0,0,10.5,9,29,7,0,6,0,5,61,11,0,0,7,1,160,8.7,0,5
2000,3,21,4/9/2000,0,19,4.909,37,21,13,0,0,0,0,0,0,14,13.25,29,29,0,0,0,0,49,20,0,0,12,1,160,1.3,0,0
2000,3,21,4/9/2000,0,19,4.909,41,16,14,0,0,0,0,0,0,7.5,9,24,5,0,6,0,1,61,11,0,0,8,2,160,0.3,0,1
2000,3,21,4/9/2000,0,19,4.909,48,18,21,0,0,0,0,0,0,10.5,11,26,29,0,0,0,0,5,20,0,0,13,1,160,0.666666667,0,0
2000,3,21,4/9/2000,0,19,4.909,49,17,6,0,0,50,25,0,0,8.5,9,33,15,0,7,0,4,4,6,0,0,5,1,160,5,0,4
2000,3,21,4/9/2000,0,19,4.909,50,21,16,0,0,0,0,0,0,12.5,13.25,28,12,0,0,0,0,59,13,0,0,10,2,160,0.7,0,0
2000,3,21,4/9/2000,0,19,4.909,55,20,15,0,0,0,0,0,0,17,15.5,36,14,0,0,0,0,25,9,0,0,20,1,160,3.1,0,0
2000,3,21,4/9/2000,0,19,4.909,56,19,7,0,0,0,0,0,0,18.5,17.75,35,6,0,0,0,0,61,11,0.111111111,0,12,2,160,3.2,0,0
2000,3,21,4/9/2000,0,19,4.909,57,1,1,0,0,0,0,0,0,15.5,15.25,32,13,0,10,0,6,62,1,0.333333333,0.5,5,1,160,18.4,1,6
2000,3,21,4/9/2000,0,19,4.909,60,18,20,0,0,0,0,0,0,11.5,11,25,1,0,0,0,0,60,12,0,0,15,2,160,0,0,0
2000,3,21,4/9/2000,0,19,4.909,63,15,12,0,0,0,0,0,0,16,16.25,34,13,0,1,0,1,61,11,0,0,17,1,160,1.5,0,1
2000,3,21,4/9/2000,0,19,4.909,64,15,10,0,0,0,0,0,0,16.5,16.25,30,5,0,1,0,0,61,11,0,0,20,2,160,0,0,0
2000,3,21,4/9/2000,0,19,4.909,65,19,17,0,0,0,0,0,0,17,17.75,36,6,0,0,0,0,61,11,0,0,20,1,160,0,0,0
2000,4,9,4/23/2000,1,18,5.891,2,20,17,0,0,0,0,0,0,15.66666667,16.5,23,15,0,0,0,0,51,5,0.05,0.090909091,19,2,161,6.7,0,0
2000,4,9,4/23/2000,1,18,5.891,14,1,4,0,0,33.33333333,33.33333333,0,0,11,11,29,6,1,26,1,14,60,1,0.25,0.111111111,7,2,161,35.6,1,14
2000,4,9,4/23/2000,1,18,5.891,15,17,11,0,0,0,16.66666667,0,0,11.33333333,12.16666667,26,20,0,8,0,4,60,1,0.041666667,0,9,2,161,7,0,4
2000,4,9,4/23/2000,1,18,5.891,18,3,6,0,0,0,16.66666667,0,0,12.33333333,10.33333333,20,6,0,12,0,3,60,1,0.055555556,0,11,2,161,1.7,0,3
2000,4,9,4/23/2000,1,18,5.891,21,22,12,0,0,33.33333333,16.66666667,0,0,6,9,27,20,0,8,0,8,59,11,0.111111111,0,3,1,161,6.6,0,8
2000,4,9,4/23/2000,1,18,5.891,22,6,1,0,0,33.33333333,66.66666667,0,0,7,4,28,5,3,43,0,9,35,9,0.333333333,0.5,2,2,161,32.8,0,9
2000,4,9,4/23/2000,1,18,5.891,23,3,7,0,0,33.33333333,16.66666667,0,0,8.333333333,10.33333333,25,15,0,12,0,9,60,1,0.071428571,0,5,1,161,29.9,0,9
2000,4,9,4/23/2000,1,18,5.891,25,22,20,0,0,0,16.66666667,0,0,12,9,26,3,0,8,0,0,59,11,0,0,13,2,161,7.1,0,0
2000,4,9,4/23/2000,1,18,5.891,30,6,5,0,0,100,66.66666667,0,0,1,4,31,15,3,43,3,34,60,1,0.391304348,0.5,1,1,161,71.9,1,34
2000,4,9,4/23/2000,1,18,5.891,35,16,10,0,0,0,0,0,0,8.666666667,8.833333333,29,7,0,6,0,5,56,14,0,0,6,1,161,8.5,0,5
2000,4,9,4/23/2000,1,18,5.891,37,21,19,0,0,0,0,0,0,14.66666667,13.83333333,29,29,0,0,0,0,26,10,0,0,16,1,161,1.2,0,0
2000,4,9,4/23/2000,1,18,5.891,41,16,16,0,0,0,0,0,0,9,8.833333333,24,5,0,6,0,1,36,20,0,0,10,2,161,0.4,0,1
2000,4,9,4/23/2000,1,18,5.891,48,18,21,0,0,0,0,0,0,14,13,26,29,0,0,0,0,59,11,0,0,18,1,161,0.571428571,0,0
2000,4,9,4/23/2000,1,18,5.891,49,17,2,0,0,33.33333333,16.66666667,0,0,13,12.16666667,33,15,0,8,0,4,54,16,0,0,8,1,161,4.8,0,4
2000,4,9,4/23/2000,1,18,5.891,50,21,8,0,0,0,0,0,0,13,13.83333333,28,12,0,0,0,0,20,10,0,0,14,2,161,0.6,0,0
2000,4,9,4/23/2000,1,18,5.891,55,20,15,0,0,0,0,0,0,17.33333333,16.5,36,14,0,0,0,0,59,11,0,0,15,1,161,2.8,0,0
2000,4,9,4/23/2000,1,18,5.891,56,19,9,0,0,0,0,0,0,14.66666667,14.66666667,35,6,0,0,0,0,59,11,0,0,15,2,161,2.8,0,0
2000,4,9,4/23/2000,1,18,5.891,57,1,3,0,0,33.33333333,33.33333333,0,0,11,11,32,13,1,26,0,12,60,1,0.75,1,4,1,161,17.7,1,12
2000,4,9,4/23/2000,1,18,5.891,60,18,22,0,0,0,0,0,0,12,13,25,1,0,0,0,0,59,11,0,0,20,2,161,0,0,0
2000,4,9,4/23/2000,1,18,5.891,63,15,18,0,0,0,0,0,0,12.66666667,13.16666667,34,13,0,1,0,1,59,11,0,0,12,1,161,1.4,0,1
2000,4,9,4/23/2000,1,18,5.891,64,15,13,0,0,0,0,0,0,13.66666667,13.16666667,30,5,0,1,0,0,59,11,0,0,17,2,161,0,0,0
2000,4,9,4/23/2000,1,18,5.891,65,19,14,0,0,0,0,0,0,14.66666667,14.66666667,36,6,0,0,0,0,59,11,0,0,21,1,161,0,0,0
2000,5,4,5/7/2000,0,14,4.657,2,20,19,0,0,0,0,0,0,16.25,15.875,23,15,0,0,0,0,62,13,0.087719298,0,19,2,162,5.7,0,0
2000,5,4,5/7/2000,0,14,4.657,14,1,4,0,0,50,50,0,0,8.5,8.625,29,6,2,42,1,20,65,1,0.208333333,0.222222222,2,2,162,32.9,1,20
2000,5,4,5/7/2000,0,14,4.657,15,17,7,0,0,0,12.5,0,0,10,12,26,20,0,9,0,4,64,11,0.048387097,0.166666667,9,2,162,6.5,0,4
2000,5,4,5/7/2000,0,14,4.657,18,3,10,0,0,0,12.5,0,0,10.5,8.875,20,6,0,15,0,3,61,5,0.160493827,0.125,10,2,162,1.8,0,3
2000,5,4,5/7/2000,0,14,4.657,21,22,13,0,0,25,12.5,0,0,6.25,8.75,27,20,0,8,0,8,64,11,0.076923077,0.1,6,1,162,7,0,8
2000,5,4,5/7/2000,0,14,4.657,22,6,3,0,0,25,62.5,0,0,10.25,5.875,28,5,3,49,0,13,65,1,0.322580645,0.333333333,4,2,162,30.1,1,13
2000,5,4,5/7/2000,0,14,4.657,23,3,5,0,0,25,12.5,0,0,7.25,8.875,25,15,0,15,0,12,65,1,0.146341463,0,5,1,162,27,0,12
2000,5,4,5/7/2000,0,14,4.657,25,22,18,0,0,0,12.5,0,0,11.25,8.75,26,3,0,8,0,0,64,11,0.090909091,0,13,2,162,5.8,0,0
2000,5,4,5/7/2000,0,14,4.657,30,6,1,0,0,100,62.5,0,0,1.5,5.875,31,15,3,49,3,36,65,1,0.568627451,0.5,1,1,162,67.1,0,36
2000,5,4,5/7/2000,0,14,4.657,35,16,6,0,0,0,0,0,0,10.5,11,29,7,0,6,0,5,21,9,0.033333333,0.166666667,7,1,162,7.9,0,5
2000,5,4,5/7/2000,0,14,4.657,37,21,22,0,0,0,0,0,0,16.25,15.75,29,29,0,0,0,0,1,4,0.038461538,0,18,1,162,1.1,0,0
2000,5,4,5/7/2000,0,14,4.657,41,16,16,0,0,0,0,0,0,11.5,11,24,5,0,6,0,1,64,11,0,0,12,2,162,0.5,0,1
2000,5,4,5/7/2000,0,14,4.657,48,18,20,0,0,0,0,0,0,14,13.375,26,29,0,0,0,0,63,12,0,0,17,1,162,0.5,0,0
2000,5,4,5/7/2000,0,14,4.657,49,17,8,0,0,25,12.5,0,0,14,12,33,15,0,9,0,5,65,1,0.111111111,0,8,1,162,4.7,0,5
2000,5,4,5/7/2000,0,14,4.657,50,21,11,0,0,0,0,0,0,15.25,15.75,28,12,0,0,0,0,25,6,0,0,15,2,162,0.5,0,0
2000,5,4,5/7/2000,0,14,4.657,55,20,17,0,0,0,0,0,0,15.5,15.875,36,14,0,0,0,0,1,4,0,0,22,1,162,2.4,0,0
2000,5,4,5/7/2000,0,14,4.657,56,19,9,0,0,0,0,0,0,14.25,14.125,35,6,0,0,0,0,64,11,0,0,14,2,162,2.4,0,0
2000,5,4,5/7/2000,0,14,4.657,57,1,2,0,0,50,50,0,0,8.75,8.625,32,13,2,42,1,22,65,1,0.4,0.5,3,1,162,18,1,22
2000,5,4,5/7/2000,0,14,4.657,60,18,21,0,0,0,0,0,0,12.75,13.375,25,1,0,0,0,0,63,12,0,0,21,2,162,0,0,0
2000,5,4,5/7/2000,0,14,4.657,63,15,12,0,0,0,0,0,0,11.5,12.25,34,13,0,1,0,1,64,11,0,0,11,1,162,1.3,0,1
2000,5,4,5/7/2000,0,14,4.657,64,15,15,0,0,0,0,0,0,13,12.25,30,5,0,1,0,0,0,20,0,0,16,2,162,0,0,0
2000,5,4,5/7/2000,0,14,4.657,65,19,14,0,0,0,0,0,0,14,14.125,36,6,0,0,0,0,64,11,0,0,20,1,162,0,0,0
2000,6,20,5/21/2000,1,15,5.148,14,1,1,0,0,60,60,0,0,7.2,7.2,29,6,2,52,1,24,66,11,0.193548387,0.25,3,2,163,30.2,1,24
2000,6,20,5/21/2000,1,15,5.148,15,17,6,0,0,0,10,0,0,10.4,11.4,26,20,0,9,0,4,0,4,0.075,0,9,2,163,6,0,4
2000,6,20,5/21/2000,1,15,5.148,18,3,11,0,0,0,10,0,0,11.8,9.2,20,6,0,15,0,3,62,10,0.175438596,0.090909091,10,2,163,1.9,0,3
2000,6,20,5/21/2000,1,15,5.148,21,22,7,0,0,20,10,0,0,6.8,8.9,27,20,0,10,0,10,66,11,0.085714286,0,6,1,163,7.6,0,10
2000,6,20,5/21/2000,1,15,5.148,22,6,4,0,0,40,60,0,0,8.8,5.5,28,5,4,62,0,16,66,11,0.219512195,0.4,4,2,163,27.1,0,16
2000,6,20,5/21/2000,1,15,5.148,23,3,5,0,0,20,10,0,0,6.6,9.2,25,15,0,15,0,12,29,4,0.107142857,0.125,5,1,163,23.8,0,12
2000,6,20,5/21/2000,1,15,5.148,25,22,14,0,0,0,10,0,0,11,8.9,26,3,0,10,0,0,61,4,0,0,13,2,163,4.5,0,0
2000,6,20,5/21/2000,1,15,5.148,30,6,2,0,0,80,60,0,0,2.2,5.5,31,15,4,62,4,46,67,1,0.424242424,0.625,1,1,163,62.3,1,46
2000,6,20,5/21/2000,1,15,5.148,35,16,9,0,0,0,0,0,0,12.2,11.5,29,7,0,6,0,5,46,5,0,0,8,1,163,7.3,0,5
2000,6,20,5/21/2000,1,15,5.148,37,21,12,0,0,0,0,0,0,17.2,16.5,29,29,0,1,0,1,66,11,0,0,18,1,163,1.1,0,1
2000,6,20,5/21/2000,1,15,5.148,41,16,18,0,0,0,0,0,0,10.8,11.5,24,5,0,6,0,1,51,20,0,0,12,2,163,0.6,0,1
2000,6,20,5/21/2000,1,15,5.148,48,18,20,0,0,0,0,0,0,14,13.6,26,29,0,0,0,0,47,37,0,0,17,1,163,0.444444444,0,0
2000,6,20,5/21/2000,1,15,5.148,49,17,10,0,0,20,10,0,0,12.4,11.4,33,15,0,9,0,5,2,5,0.083333333,0,7,1,163,4.6,0,5
2000,6,20,5/21/2000,1,15,5.148,50,21,13,0,0,0,0,0,0,15.8,16.5,28,12,0,1,0,0,29,20,0,0,15,2,163,0.4,0,0
2000,6,20,5/21/2000,1,15,5.148,55,20,17,0,0,0,0,0,0,16.4,8.2,36,14,0,0,0,0,65,12,0,0,22,1,163,2,0,0
2000,6,20,5/21/2000,1,15,5.148,56,19,8,0,0,0,0,0,0,13.6,13.7,35,6,0,0,0,0,29,4,0,0,14,2,163,2,0,0
2000,6,20,5/21/2000,1,15,5.148,57,1,3,0,0,60,60,0,0,7.2,7.2,32,13,2,52,1,28,67,1,0.166666667,0.5,2,1,163,18.7,1,28
2000,6,20,5/21/2000,1,15,5.148,60,18,21,0,0,0,0,0,0,13.2,13.6,25,1,0,0,0,0,65,12,0,0,21,2,163,0,0,0
2000,6,20,5/21/2000,1,15,5.148,63,15,19,0,0,0,0,0,0,10.6,12.7,34,13,0,1,0,1,27,86,0,0,11,1,163,1.2,0,1
2000,6,20,5/21/2000,1,15,5.148,64,15,15,0,0,0,0,0,0,14.8,12.7,30,5,0,1,0,0,65,12,0,0,16,2,163,0,0,0
2000,6,20,5/21/2000,1,15,5.148,65,19,16,0,0,0,0,0,0,13.8,13.7,36,6,0,0,0,0,61,4,0,0,20,1,163,0,0,0
2000,7,6,6/4/2000,0,19,3.337,2,20,18,0,0,0,0,0,0,16.2,15.68333333,23,15,0,0,0,0,77,11,0.071428571,0.090909091,21,2,164,4.6,0,0
2000,7,6,6/4/2000,0,19,3.337,14,1,3,0,0,66.66666667,66.66666667,0,0,6.5,6.416666667,29,6,3,63,2,34,78,1,0.25,0.333333333,3,2,164,27.9,1,34
2000,7,6,6/4/2000,0,19,3.337,15,17,2,0,0,0,8.333333333,0,0,12.16666667,12.91666667,26,20,0,9,0,4,36,6,0.03030303,0.083333333,9,2,164,5.5,0,4
2000,7,6,6/4/2000,0,19,3.337,18,3,14,0,0,0,8.333333333,0,0,11.5,10,20,6,0,15,0,3,16,5,0.1875,0.176470588,10,2,164,2,0,3
2000,7,6,6/4/2000,0,19,3.337,21,22,8,0,0,16.66666667,8.333333333,0,0,6.5,8.833333333,27,20,0,14,0,14,78,1,0.111111111,0.1,6,1,164,8.2,1,14
2000,7,6,6/4/2000,0,19,3.337,22,6,6,0,0,33.33333333,58.33333333,0,0,8,5,28,5,4,68,0,22,78,1,0.272727273,0.333333333,4,2,164,24.5,1,22
2000,7,6,6/4/2000,0,19,3.337,23,3,9,0,0,16.66666667,8.333333333,0,0,8.5,10,25,15,0,15,0,12,37,20,0.2,0.125,5,1,164,20.6,0,12
2000,7,6,6/4/2000,0,19,3.337,25,22,12,0,0,0,8.333333333,0,0,11.16666667,8.833333333,26,3,0,14,0,0,18,20,0.166666667,0,15,2,164,3.2,0,0
2000,7,6,6/4/2000,0,19,3.337,30,6,1,0,0,83.33333333,58.33333333,0,0,2,5,31,15,4,68,4,46,55,22,0.464285714,0.3,1,1,164,56.5,0,46
2000,7,6,6/4/2000,0,19,3.337,35,16,17,0,0,0,0,0,0,12.66666667,11.91666667,29,7,0,6,0,5,77,11,0,0,8,1,164,6.7,0,5
2000,7,6,6/4/2000,0,19,3.337,37,21,16,0,0,0,0,0,0,15.33333333,15.66666667,29,29,0,1,0,1,0,90,0,0,13,1,164,1.1,0,1
2000,7,6,6/4/2000,0,19,3.337,41,16,20,0,0,0,0,0,0,11.16666667,11.91666667,24,5,0,6,0,1,48,20,0,0,12,2,164,0.7,0,1
2000,7,6,6/4/2000,0,19,3.337,48,18,21,0,0,0,0,0,0,14,13.16666667,26,29,0,0,0,0,21,6,0,0,19,1,164,0.4,0,0
2000,7,6,6/4/2000,0,19,3.337,49,17,4,0,0,16.66666667,8.333333333,0,0,13.66666667,12.91666667,33,15,0,9,0,5,70,20,0,0,7,1,164,4.5,0,5
2000,7,6,6/4/2000,0,19,3.337,50,21,15,0,0,0,0,0,0,16,15.66666667,28,12,0,1,0,0,60,20,0,0,17,2,164,0.3,0,0
2000,7,6,6/4/2000,0,19,3.337,55,20,7,0,0,0,0,0,0,15.16666667,15.68333333,36,14,0,0,0,0,29,7,0,0,20,1,164,1.5,0,0
2000,7,6,6/4/2000,0,19,3.337,56,19,10,0,0,0,0,0,0,14,13.66666667,35,6,0,3,0,3,78,1,0.111111111,0.333333333,16,2,164,1.9,0,3
2000,7,6,6/4/2000,0,19,3.337,57,1,5,0,0,66.66666667,66.66666667,0,0,6.333333333,6.416666667,32,13,3,63,1,29,77,11,0.333333333,0,2,1,164,19.2,0,29
2000,7,6,6/4/2000,0,19,3.337,60,18,22,0,0,0,0,0,0,12.33333333,13.16666667,25,1,0,0,0,0,22,20,0,0,18,2,164,0,0,0
2000,7,6,6/4/2000,0,19,3.337,63,15,13,0,0,0,0,0,0,12,12.75,34,13,0,3,0,3,78,1,0,0,11,1,164,1.3,0,3
2000,7,6,6/4/2000,0,19,3.337,64,15,19,0,0,0,0,0,0,13.5,12.75,30,5,0,3,0,0,30,20,0,0,14,2,164,0,0,0
2000,7,6,6/4/2000,0,19,3.337,65,19,11,0,0,0,0,0,0,13.33333333,13.66666667,36,6,0,3,0,0,76,12,0,0,22,1,164,0,0,0
2000,8,7,6/18/2000,1,14,4.361,2,20,21,0,0,0,0,0,0,14.83333333,15.13095238,23,15,0,0,0,0,34,5,0.087719298,0.2,18,2,165,3.5,0,0
2000,8,7,6/18/2000,1,14,4.361,14,1,2,0,0,71.42857143,64.28571429,0,0,5.714285714,6,29,6,3,66,2,34,69,1,0.208333333,0.222222222,2,2,165,25.6,0,34
2000,8,7,6/18/2000,1,14,4.361,15,17,7,0,0,0,7.142857143,0,0,12.57142857,12.85714286,26,20,0,10,0,5,69,1,0.048387097,0,9,2,165,5.1,0,5
2000,8,7,6/18/2000,1,14,4.361,18,3,18,0,0,0,7.142857143,0,0,12.85714286,11.07142857,20,6,0,15,0,3,68,11,0.160493827,0.1875,12,2,165,2.1,0,3
2000,8,7,6/18/2000,1,14,4.361,21,22,10,0,0,28.57142857,14.28571429,0,0,6,9.214285714,27,20,0,18,0,18,69,1,0.076923077,0.111111111,5,1,165,9.2,1,18
2000,8,7,6/18/2000,1,14,4.361,22,6,3,0,0,42.85714286,57.14285714,0,0,7.142857143,5.285714286,28,5,5,84,0,28,69,1,0.322580645,0.363636364,4,2,165,21.9,1,28
2000,8,7,6/18/2000,1,14,4.361,23,3,12,0,0,14.28571429,7.142857143,0,0,9.285714286,11.07142857,25,15,0,15,0,12,64,4,0.146341463,0.25,6,1,165,17,0,12
2000,8,7,6/18/2000,1,14,4.361,25,22,14,0,0,0,14.28571429,0,0,12.42857143,9.214285714,26,3,0,18,0,0,69,1,0.090909091,0.5,16,2,165,1.9,0,0
